HGNC ID	Status	Approved symbol	Approved name	NCBI gene ID	Orphanet ID	OMIM ID
HGNC:15269	Approved	OR5B19P	olfactory receptor family 5 subfamily B member 19 pseudogene	81211		
HGNC:19616	Approved	OR5B21	olfactory receptor family 5 subfamily B member 21	219968		
HGNC:15270	Approved	OR5BA1P	olfactory receptor family 5 subfamily BA member 1 pseudogene	81210		
HGNC:15271	Approved	OR5BB1P	olfactory receptor family 5 subfamily BB member 1 pseudogene	81209		
HGNC:15272	Approved	OR5BC1P	olfactory receptor family 5 subfamily BC member 1 pseudogene	81208		
HGNC:14843	Approved	OR5BD1P	olfactory receptor family 5 subfamily BD member 1 pseudogene	79483		
HGNC:15273	Approved	OR5BE1P	olfactory receptor family 5 subfamily BE member 1 pseudogene	81207		
HGNC:15407	Approved	OR5BH1P	olfactory receptor family 5 subfamily BH member 1 pseudogene	81075		
HGNC:15434	Approved	OR5BJ1P	olfactory receptor family 5 subfamily BJ member 1 pseudogene	81047		
HGNC:14817	Approved	OR5BK1P	olfactory receptor family 5 subfamily BK member 1 pseudogene	401718		
HGNC:15275	Approved	OR5BL1P	olfactory receptor family 5 subfamily BL member 1 pseudogene	81205		
HGNC:14835	Approved	OR5BM1P	olfactory receptor family 5 subfamily BM member 1 pseudogene	79491		
HGNC:15276	Approved	OR5BN1P	olfactory receptor family 5 subfamily BN member 1 pseudogene	81204		
HGNC:29194	Approved	OR5BN2P	olfactory receptor family 5 subfamily BN member 2 pseudogene	504181		
HGNC:15277	Approved	OR5BP1P	olfactory receptor family 5 subfamily BP member 1 pseudogene	81203		
HGNC:15278	Approved	OR5BQ1P	olfactory receptor family 5 subfamily BQ member 1 pseudogene	81202		
HGNC:15279	Approved	OR5BR1P	olfactory receptor family 5 subfamily BR member 1 pseudogene	81201		
HGNC:19627	Approved	OR5BS1P	olfactory receptor family 5 subfamily BS member 1 pseudogene	390313		
HGNC:19629	Approved	OR5BT1P	olfactory receptor family 5 subfamily BT member 1 pseudogene	282790		
HGNC:8331	Approved	OR5C1	olfactory receptor family 5 subfamily C member 1	392391		
HGNC:8335	Approved	OR5D2P	olfactory receptor family 5 subfamily D member 2 pseudogene	8595		
HGNC:8336	Approved	OR5D3P	olfactory receptor family 5 subfamily D member 3 pseudogene	8594		
HGNC:15280	Approved	OR5D13	olfactory receptor family 5 subfamily D member 13 (gene/pseudogene)	390142		
HGNC:15281	Approved	OR5D14	olfactory receptor family 5 subfamily D member 14	219436		
HGNC:15282	Approved	OR5D15P	olfactory receptor family 5 subfamily D member 15 pseudogene	81198		
HGNC:15283	Approved	OR5D16	olfactory receptor family 5 subfamily D member 16	390144		
HGNC:15284	Approved	OR5D17P	olfactory receptor family 5 subfamily D member 17 pseudogene	81196		
HGNC:15285	Approved	OR5D18	olfactory receptor family 5 subfamily D member 18	219438		
HGNC:8342	Approved	OR5E1P	olfactory receptor family 5 subfamily E member 1 pseudogene	26343		
HGNC:8343	Approved	OR5F1	olfactory receptor family 5 subfamily F member 1	338674		608492
HGNC:15286	Approved	OR5F2P	olfactory receptor family 5 subfamily F member 2 pseudogene	81194		
HGNC:8344	Approved	OR5G1P	olfactory receptor family 5 subfamily G member 1 pseudogene	8591		
HGNC:15287	Approved	OR5G3	olfactory receptor family 5 subfamily G member 3 (gene/pseudogene)	81193		
HGNC:15288	Approved	OR5G4P	olfactory receptor family 5 subfamily G member 4 pseudogene	81192		
HGNC:15289	Approved	OR5G5P	olfactory receptor family 5 subfamily G member 5 pseudogene	81191		
HGNC:8346	Approved	OR5H1	olfactory receptor family 5 subfamily H member 1	26341		
HGNC:14752	Approved	OR5H2	olfactory receptor family 5 subfamily H member 2	79310		
HGNC:14753	Approved	OR5H3P	olfactory receptor family 5 subfamily H member 3 pseudogene	79309		
HGNC:14763	Approved	OR5H4P	olfactory receptor family 5 subfamily H member 4 pseudogene	79299		
HGNC:14765	Approved	OR5H5P	olfactory receptor family 5 subfamily H member 5 pseudogene	79297		
HGNC:14767	Approved	OR5H6	olfactory receptor family 5 subfamily H member 6 (gene/pseudogene)	79295		
HGNC:14771	Approved	OR5H7P	olfactory receptor family 5 subfamily H member 7 pseudogene	79291		
HGNC:14773	Approved	OR5H8	olfactory receptor family 5 subfamily H member 8 (gene/pseudogene)	79289		
HGNC:31286	Approved	OR5H14	olfactory receptor family 5 subfamily H member 14	403273		
HGNC:31287	Approved	OR5H15	olfactory receptor family 5 subfamily H member 15	403274		
HGNC:8347	Approved	OR5I1	olfactory receptor family 5 subfamily I member 1	10798		608496
HGNC:8348	Approved	OR5J1P	olfactory receptor family 5 subfamily J member 1 pseudogene	401687		
HGNC:19612	Approved	OR5J2	olfactory receptor family 5 subfamily J member 2	282775		
HGNC:31289	Approved	OR5J7P	olfactory receptor family 5 subfamily J member 7 pseudogene	403276		
HGNC:8349	Approved	OR5K1	olfactory receptor family 5 subfamily K member 1	26339		
HGNC:14774	Approved	OR5K2	olfactory receptor family 5 subfamily K member 2	402135		
HGNC:31290	Approved	OR5K3	olfactory receptor family 5 subfamily K member 3	403277		
HGNC:31291	Approved	OR5K4	olfactory receptor family 5 subfamily K member 4	403278		
HGNC:8350	Approved	OR5L1	olfactory receptor family 5 subfamily L member 1 (gene/pseudogene)	219437		
HGNC:8351	Approved	OR5L2	olfactory receptor family 5 subfamily L member 2	26338		
HGNC:8352	Approved	OR5M1	olfactory receptor family 5 subfamily M member 1	390168		
HGNC:14803	Approved	OR5M2P	olfactory receptor family 5 subfamily M member 2 pseudogene	79523		
HGNC:14806	Approved	OR5M3	olfactory receptor family 5 subfamily M member 3	219482		
HGNC:14808	Approved	OR5M4P	olfactory receptor family 5 subfamily M member 4 pseudogene	79518		
HGNC:14810	Approved	OR5M5P	olfactory receptor family 5 subfamily M member 5 pseudogene	390166		
HGNC:14814	Approved	OR5M6P	olfactory receptor family 5 subfamily M member 6 pseudogene	79512		
HGNC:14818	Approved	OR5M7P	olfactory receptor family 5 subfamily M member 7 pseudogene	79508		
HGNC:14846	Approved	OR5M8	olfactory receptor family 5 subfamily M member 8	219484		
HGNC:15294	Approved	OR5M9	olfactory receptor family 5 subfamily M member 9	390162		
HGNC:15290	Approved	OR5M10	olfactory receptor family 5 subfamily M member 10	390167		
HGNC:15291	Approved	OR5M11	olfactory receptor family 5 subfamily M member 11	219487		
HGNC:15292	Approved	OR5M12P	olfactory receptor family 5 subfamily M member 12 pseudogene	81188		
HGNC:15293	Approved	OR5M13P	olfactory receptor family 5 subfamily M member 13 pseudogene	81187		
HGNC:15057	Approved	OR5M14P	olfactory receptor family 5 subfamily M member 14 pseudogene	81421		
HGNC:14779	Approved	OR5P1P	olfactory receptor family 5 subfamily P member 1 pseudogene	79283		
HGNC:14783	Approved	OR5P2	olfactory receptor family 5 subfamily P member 2	120065		
HGNC:14784	Approved	OR5P3	olfactory receptor family 5 subfamily P member 3	120066		
HGNC:15295	Approved	OR5P4P	olfactory receptor family 5 subfamily P member 4 pseudogene	81185		
HGNC:14841	Approved	OR5R1	olfactory receptor family 5 subfamily R member 1 (gene/pseudogene)	219479		
HGNC:15040	Approved	OR5S1P	olfactory receptor family 5 subfamily S member 1 pseudogene	391496		
HGNC:14821	Approved	OR5T1	olfactory receptor family 5 subfamily T member 1	390155		
HGNC:15296	Approved	OR5T2	olfactory receptor family 5 subfamily T member 2	219464		
HGNC:15297	Approved	OR5T3	olfactory receptor family 5 subfamily T member 3	390154		
HGNC:13972	Approved	OR5V1	olfactory receptor family 5 subfamily V member 1	81696		
HGNC:15298	Approved	OR5W1P	olfactory receptor family 5 subfamily W member 1 pseudogene	81182		
HGNC:15299	Approved	OR5W2	olfactory receptor family 5 subfamily W member 2	390148		
HGNC:15301	Approved	OR6A2	olfactory receptor family 6 subfamily A member 2	8590		608495
HGNC:8354	Approved	OR6B1	olfactory receptor family 6 subfamily B member 1	135946		
HGNC:15041	Approved	OR6B2	olfactory receptor family 6 subfamily B member 2	389090		
HGNC:15042	Approved	OR6B3	olfactory receptor family 6 subfamily B member 3	150681		
HGNC:8355	Approved	OR6C1	olfactory receptor family 6 subfamily C member 1	390321		
HGNC:15436	Approved	OR6C2	olfactory receptor family 6 subfamily C member 2	341416		
HGNC:15437	Approved	OR6C3	olfactory receptor family 6 subfamily C member 3	254786		
HGNC:19632	Approved	OR6C4	olfactory receptor family 6 subfamily C member 4	341418		
HGNC:31292	Approved	OR6C5P	olfactory receptor family 6 subfamily C member 5 pseudogene	390320		
HGNC:31293	Approved	OR6C6	olfactory receptor family 6 subfamily C member 6	283365		
HGNC:31306	Approved	OR6C7P	olfactory receptor family 6 subfamily C member 7 pseudogene	390322		
HGNC:31294	Approved	OR6C64P	olfactory receptor family 6 subfamily C member 64 pseudogene	403281		
HGNC:31295	Approved	OR6C65	olfactory receptor family 6 subfamily C member 65	403282		
HGNC:31296	Approved	OR6C66P	olfactory receptor family 6 subfamily C member 66 pseudogene	403283		
HGNC:31297	Approved	OR6C68	olfactory receptor family 6 subfamily C member 68	403284		
HGNC:31298	Approved	OR6C69P	olfactory receptor family 6 subfamily C member 69 pseudogene	403285		
HGNC:31299	Approved	OR6C70	olfactory receptor family 6 subfamily C member 70	390327		
HGNC:31300	Approved	OR6C71P	olfactory receptor family 6 subfamily C member 71 pseudogene	390324		
HGNC:31301	Approved	OR6C72P	olfactory receptor family 6 subfamily C member 72 pseudogene	403288		
HGNC:31302	Approved	OR6C73P	olfactory receptor family 6 subfamily C member 73 pseudogene	403289		
HGNC:31303	Approved	OR6C74	olfactory receptor family 6 subfamily C member 74	254783		
HGNC:31304	Approved	OR6C75	olfactory receptor family 6 subfamily C member 75	390323		
HGNC:31305	Approved	OR6C76	olfactory receptor family 6 subfamily C member 76	390326		
HGNC:14849	Approved	OR6D1P	olfactory receptor family 6 subfamily D member 1 pseudogene	220974		
HGNC:15123	Entry Withdrawn	OR6D2P	olfactory receptor, family 6, subfamily D, member 2 pseudogene			
HGNC:14739	Approved	OR6E1P	olfactory receptor family 6 subfamily E member 1 pseudogene	79323		
HGNC:15027	Approved	OR6F1	olfactory receptor family 6 subfamily F member 1	343169		
HGNC:14707	Approved	OR6J1	olfactory receptor family 6 subfamily J member 1 (gene/pseudogene)	79549		
HGNC:15028	Approved	OR6K1P	olfactory receptor family 6 subfamily K member 1 pseudogene	81449		
HGNC:15029	Approved	OR6K2	olfactory receptor family 6 subfamily K member 2	81448		
HGNC:15030	Approved	OR6K3	olfactory receptor family 6 subfamily K member 3	391114		
HGNC:15031	Approved	OR6K4P	olfactory receptor family 6 subfamily K member 4 pseudogene	128370		
HGNC:15032	Approved	OR6K5P	olfactory receptor family 6 subfamily K member 5 pseudogene	391115		
HGNC:15033	Approved	OR6K6	olfactory receptor family 6 subfamily K member 6	128371		
HGNC:15124	Approved	OR6L1P	olfactory receptor family 6 subfamily L member 1 pseudogene	390012		
HGNC:15125	Approved	OR6L2P	olfactory receptor family 6 subfamily L member 2 pseudogene	81356		
HGNC:14711	Approved	OR6M1	olfactory receptor family 6 subfamily M member 1	390261		
HGNC:14713	Approved	OR6M2P	olfactory receptor family 6 subfamily M member 2 pseudogene	79546		
HGNC:14741	Approved	OR6M3P	olfactory receptor family 6 subfamily M member 3 pseudogene	79321		
HGNC:15034	Approved	OR6N1	olfactory receptor family 6 subfamily N member 1	128372		
HGNC:15035	Approved	OR6N2	olfactory receptor family 6 subfamily N member 2	81442		
HGNC:15036	Approved	OR6P1	olfactory receptor family 6 subfamily P member 1	128366		
HGNC:15302	Approved	OR6Q1	olfactory receptor family 6 subfamily Q member 1 (gene/pseudogene)	219952		
HGNC:15037	Approved	OR6R1P	olfactory receptor family 6 subfamily R member 1 pseudogene	81440		
HGNC:31307	Approved	OR6R2P	olfactory receptor family 6 subfamily R member 2 pseudogene	403294		
HGNC:15363	Approved	OR6S1	olfactory receptor family 6 subfamily S member 1	341799		
HGNC:14848	Approved	OR6T1	olfactory receptor family 6 subfamily T member 1	219874		
HGNC:19631	Approved	OR6U2P	olfactory receptor family 6 subfamily U member 2 pseudogene	390329		
HGNC:15090	Approved	OR6V1	olfactory receptor family 6 subfamily V member 1	346517		
HGNC:15091	Approved	OR6W1P	olfactory receptor family 6 subfamily W member 1 pseudogene	89883		
HGNC:14737	Approved	OR6X1	olfactory receptor family 6 subfamily X member 1	390260		
HGNC:14823	Approved	OR6Y1	olfactory receptor family 6 subfamily Y member 1	391112		
HGNC:8364	Approved	OR7A1P	olfactory receptor family 7 subfamily A member 1 pseudogene	390895		
HGNC:8370	Approved	OR7A2P	olfactory receptor family 7 subfamily A member 2 pseudogene	390894		
HGNC:8366	Approved	OR7A3P	olfactory receptor family 7 subfamily A member 3 pseudogene	26668		
HGNC:8368	Approved	OR7A5	olfactory receptor family 7 subfamily A member 5	26659		
HGNC:8371	Approved	OR7A8P	olfactory receptor family 7 subfamily A member 8 pseudogene	26661		
HGNC:8356	Approved	OR7A10	olfactory receptor family 7 subfamily A member 10	390892		
HGNC:8357	Approved	OR7A11P	olfactory receptor family 7 subfamily A member 11 pseudogene	26669		
HGNC:8361	Approved	OR7A15P	olfactory receptor family 7 subfamily A member 15 pseudogene	26335		
HGNC:8363	Approved	OR7A17	olfactory receptor family 7 subfamily A member 17	26333		
HGNC:15399	Approved	OR7A18P	olfactory receptor family 7 subfamily A member 18 pseudogene	81081		
HGNC:15337	Approved	OR7A19P	olfactory receptor family 7 subfamily A member 19 pseudogene	387853		
HGNC:8373	Approved	OR7C1	olfactory receptor family 7 subfamily C member 1	26664		
HGNC:8374	Approved	OR7C2	olfactory receptor family 7 subfamily C member 2 (gene/pseudogene)	26658		
HGNC:8377	Approved	OR7D1P	olfactory receptor family 7 subfamily D member 1 pseudogene	26656		
HGNC:8378	Approved	OR7D2	olfactory receptor family 7 subfamily D member 2	162998		
HGNC:8380	Approved	OR7D4	olfactory receptor family 7 subfamily D member 4	125958		611538
HGNC:31308	Approved	OR7D11P	olfactory receptor family 7 subfamily D member 11 pseudogene	403295		
HGNC:8391	Approved	OR7E1P	olfactory receptor family 7 subfamily E member 1 pseudogene	341128		
HGNC:8402	Approved	OR7E2P	olfactory receptor family 7 subfamily E member 2 pseudogene	8587		
HGNC:8424	Approved	OR7E4P	olfactory receptor family 7 subfamily E member 4 pseudogene	8585		
HGNC:8435	Approved	OR7E5P	olfactory receptor family 7 subfamily E member 5 pseudogene	219445		
HGNC:8457	Approved	OR7E7P	olfactory receptor family 7 subfamily E member 7 pseudogene	392752		
HGNC:8458	Approved	OR7E8P	olfactory receptor family 7 subfamily E member 8 pseudogene	346708		
HGNC:8459	Entry Withdrawn	OR7E9P	olfactory receptor, family 7, subfamily E, member 9 pseudogene			
HGNC:8381	Approved	OR7E10P	olfactory receptor family 7 subfamily E member 10 pseudogene	10823		
HGNC:8382	Approved	OR7E11P	olfactory receptor family 7 subfamily E member 11 pseudogene	10822		
HGNC:8383	Approved	OR7E12P	olfactory receptor family 7 subfamily E member 12 pseudogene	10821		
HGNC:8384	Approved	OR7E13P	olfactory receptor family 7 subfamily E member 13 pseudogene	10820		
HGNC:8385	Approved	OR7E14P	olfactory receptor family 7 subfamily E member 14 pseudogene	10819		
HGNC:8386	Approved	OR7E15P	olfactory receptor family 7 subfamily E member 15 pseudogene	8588		
HGNC:8387	Approved	OR7E16P	olfactory receptor family 7 subfamily E member 16 pseudogene	26473		
HGNC:8389	Approved	OR7E18P	olfactory receptor family 7 subfamily E member 18 pseudogene	390885		
HGNC:8390	Approved	OR7E19P	olfactory receptor family 7 subfamily E member 19 pseudogene	26651		
HGNC:8393	Approved	OR7E21P	olfactory receptor family 7 subfamily E member 21 pseudogene	9432		
HGNC:8394	Approved	OR7E22P	olfactory receptor family 7 subfamily E member 22 pseudogene	9431		
HGNC:8395	Approved	OR7E23P	olfactory receptor family 7 subfamily E member 23 pseudogene	391279		
HGNC:8396	Approved	OR7E24	olfactory receptor family 7 subfamily E member 24	26648		
HGNC:8397	Approved	OR7E25P	olfactory receptor family 7 subfamily E member 25 pseudogene	26647		
HGNC:8398	Approved	OR7E26P	olfactory receptor family 7 subfamily E member 26 pseudogene	401637		
HGNC:8400	Approved	OR7E28P	olfactory receptor family 7 subfamily E member 28 pseudogene	26645		
HGNC:8401	Approved	OR7E29P	olfactory receptor family 7 subfamily E member 29 pseudogene	26644		
HGNC:8403	Entry Withdrawn	OR7E30P	olfactory receptor, family 7, subfamily E, member 30 pseudogene			
HGNC:8404	Approved	OR7E31P	olfactory receptor family 7 subfamily E member 31 pseudogene	375601		
HGNC:8406	Approved	OR7E33P	olfactory receptor family 7 subfamily E member 33 pseudogene	26640		
HGNC:8407	Entry Withdrawn	OR7E34P	olfactory receptor, family 7, subfamily E, member 34 pseudogene			
HGNC:8408	Approved	OR7E35P	olfactory receptor family 7 subfamily E member 35 pseudogene	391632		
HGNC:8409	Approved	OR7E36P	olfactory receptor family 7 subfamily E member 36 pseudogene	26637		
HGNC:8410	Approved	OR7E37P	olfactory receptor family 7 subfamily E member 37 pseudogene	100506759		
HGNC:8411	Approved	OR7E38P	olfactory receptor family 7 subfamily E member 38 pseudogene	389537		
HGNC:8412	Approved	OR7E39P	olfactory receptor family 7 subfamily E member 39 pseudogene	253933		
HGNC:8415	Approved	OR7E41P	olfactory receptor family 7 subfamily E member 41 pseudogene	8583		
HGNC:8417	Approved	OR7E43P	olfactory receptor family 7 subfamily E member 43 pseudogene	26475		
HGNC:8418	Entry Withdrawn	OR7E44P	olfactory receptor, family 7, subfamily E, member 44 pseudogene			
HGNC:8419	Entry Withdrawn	OR7E45P	olfactory receptor, family 7, subfamily E, member 45 pseudogene			
HGNC:8420	Approved	OR7E46P	olfactory receptor family 7 subfamily E member 46 pseudogene	402077		
HGNC:8421	Approved	OR7E47P	olfactory receptor family 7 subfamily E member 47 pseudogene	26628		
HGNC:8422	Entry Withdrawn	OR7E48P	olfactory receptor, family 7, subfamily E, member 48 pseudogene			
HGNC:8427	Entry Withdrawn	OR7E52P	olfactory receptor, family 7, subfamily E, member 52 pseudogene			
HGNC:8428	Approved	OR7E53P	olfactory receptor family 7 subfamily E member 53 pseudogene	26478		
HGNC:8430	Approved	OR7E55P	olfactory receptor family 7 subfamily E member 55 pseudogene	391548		
HGNC:8432	Entry Withdrawn	OR7E57P	olfactory receptor, family 7, subfamily E, member 57 pseudogene			
HGNC:8434	Approved	OR7E59P	olfactory receptor family 7 subfamily E member 59 pseudogene	402249		
HGNC:8438	Approved	OR7E62P	olfactory receptor family 7 subfamily E member 62 pseudogene	26479		
HGNC:8442	Approved	OR7E66P	olfactory receptor family 7 subfamily E member 66 pseudogene	26614		
HGNC:8454	Entry Withdrawn	OR7E77P	olfactory receptor, family 7, subfamily E, member 77 pseudogene			
HGNC:15442	Entry Withdrawn	OR7E81P	olfactory receptor, family 7, subfamily E, member 81 pseudogene			
HGNC:14688	Approved	OR7E83P	olfactory receptor family 7 subfamily E member 83 pseudogene	391630		
HGNC:14690	Approved	OR7E84P	olfactory receptor family 7 subfamily E member 84 pseudogene	390288		
HGNC:14692	Approved	OR7E85P	olfactory receptor family 7 subfamily E member 85 pseudogene	442105		
HGNC:14694	Approved	OR7E86P	olfactory receptor family 7 subfamily E member 86 pseudogene	442104		
HGNC:14709	Approved	OR7E87P	olfactory receptor family 7 subfamily E member 87 pseudogene	8586		
HGNC:14730	Approved	OR7E89P	olfactory receptor family 7 subfamily E member 89 pseudogene	79540		
HGNC:14733	Approved	OR7E90P	olfactory receptor family 7 subfamily E member 90 pseudogene	79537		
HGNC:14747	Approved	OR7E91P	olfactory receptor family 7 subfamily E member 91 pseudogene	79315		
HGNC:14780	Approved	OR7E93P	olfactory receptor family 7 subfamily E member 93 pseudogene	79282		
HGNC:14789	Approved	OR7E94P	olfactory receptor family 7 subfamily E member 94 pseudogene	79273		
HGNC:14815	Approved	OR7E96P	olfactory receptor family 7 subfamily E member 96 pseudogene	401450		
HGNC:14834	Approved	OR7E97P	olfactory receptor family 7 subfamily E member 97 pseudogene	79492		
HGNC:15059	Approved	OR7E99P	olfactory receptor family 7 subfamily E member 99 pseudogene	81419		
HGNC:15048	Approved	OR7E100P	olfactory receptor family 7 subfamily E member 100 pseudogene	81430		
HGNC:15342	Approved	OR7E101P	olfactory receptor family 7 subfamily E member 101 pseudogene	81138		
HGNC:15043	Approved	OR7E102P	olfactory receptor family 7 subfamily E member 102 pseudogene	400984		
HGNC:19587	Approved	OR7E103P	olfactory receptor family 7 subfamily E member 103 pseudogene	282754		
HGNC:15343	Approved	OR7E104P	olfactory receptor family 7 subfamily E member 104 pseudogene	81137		
HGNC:15364	Approved	OR7E105P	olfactory receptor family 7 subfamily E member 105 pseudogene	81116		
HGNC:15365	Approved	OR7E106P	olfactory receptor family 7 subfamily E member 106 pseudogene	81115		
HGNC:15117	Approved	OR7E108P	olfactory receptor family 7 subfamily E member 108 pseudogene	81363		
HGNC:15118	Approved	OR7E109P	olfactory receptor family 7 subfamily E member 109 pseudogene	401540		
HGNC:15126	Approved	OR7E110P	olfactory receptor family 7 subfamily E member 110 pseudogene	81354		
HGNC:15344	Approved	OR7E111P	olfactory receptor family 7 subfamily E member 111 pseudogene	81136		
HGNC:15119	Entry Withdrawn	OR7E112P	olfactory receptor, family 7, subfamily E, member 112 pseudogene			
HGNC:15120	Entry Withdrawn	OR7E113P	olfactory receptor, family 7, subfamily E, member 113 pseudogene			
HGNC:15121	Entry Withdrawn	OR7E114P	olfactory receptor, family 7, subfamily E, member 114 pseudogene			
HGNC:15127	Approved	OR7E115P	olfactory receptor family 7 subfamily E member 115 pseudogene	81353		
HGNC:15122	Approved	OR7E116P	olfactory receptor family 7 subfamily E member 116 pseudogene	81358		
HGNC:15303	Approved	OR7E117P	olfactory receptor family 7 subfamily E member 117 pseudogene	399857		
HGNC:15092	Entry Withdrawn	OR7E118P	olfactory receptor, family 7, subfamily E, member 118 pseudogene			
HGNC:15049	Approved	OR7E121P	olfactory receptor family 7 subfamily E member 121 pseudogene	402133		
HGNC:15050	Approved	OR7E122P	olfactory receptor family 7 subfamily E member 122 pseudogene	81428		
HGNC:15441	Entry Withdrawn	OR7E124P	olfactory receptor family 7 subfamily E member 124 pseudogene			
HGNC:15098	Approved	OR7E125P	olfactory receptor family 7 subfamily E member 125 pseudogene	389616		
HGNC:15304	Approved	OR7E126P	olfactory receptor family 7 subfamily E member 126 pseudogene	81176		
HGNC:15305	Approved	OR7E128P	olfactory receptor family 7 subfamily E member 128 pseudogene	81175		
HGNC:15052	Approved	OR7E129P	olfactory receptor family 7 subfamily E member 129 pseudogene	391576		
HGNC:15053	Approved	OR7E130P	olfactory receptor family 7 subfamily E member 130 pseudogene	389144		
HGNC:19555	Entry Withdrawn	OR7E135P	olfactory receptor, family 7, subfamily E, member 135 pseudogene			
HGNC:19557	Approved	OR7E136P	olfactory receptor family 7 subfamily E member 136 pseudogene	155340		
HGNC:19561	Approved	OR7E140P	olfactory receptor family 7 subfamily E member 140 pseudogene	344729		
HGNC:19643	Entry Withdrawn	OR7E141P	olfactory receptor, family 7, subfamily E, member 141 pseudogene			
HGNC:19644	Entry Withdrawn	OR7E142P	olfactory receptor, family 7, subfamily E, member 142 pseudogene			
HGNC:19586	Entry Withdrawn	OR7E143P	olfactory receptor, family 7, subfamily E, member 143 pseudogene			
HGNC:19618	Approved	OR7E145P	olfactory receptor family 7 subfamily E member 145 pseudogene	390215		
HGNC:19642	Approved	OR7E148P	olfactory receptor family 7 subfamily E member 148 pseudogene	282801		
HGNC:19589	Approved	OR7E149P	olfactory receptor family 7 subfamily E member 149 pseudogene	282756		
HGNC:31309	Approved	OR7E154P	olfactory receptor family 7 subfamily E member 154 pseudogene	403296		
HGNC:31310	Approved	OR7E155P	olfactory receptor family 7 subfamily E member 155 pseudogene	403297		
HGNC:31311	Approved	OR7E156P	olfactory receptor family 7 subfamily E member 156 pseudogene	283491		
HGNC:31231	Approved	OR7E157P	olfactory receptor family 7 subfamily E member 157 pseudogene	403219		
HGNC:31232	Approved	OR7E158P	olfactory receptor family 7 subfamily E member 158 pseudogene	392194		
HGNC:31312	Approved	OR7E159P	olfactory receptor family 7 subfamily E member 159 pseudogene	403299		
HGNC:31233	Approved	OR7E160P	olfactory receptor family 7 subfamily E member 160 pseudogene	402333		
HGNC:31234	Approved	OR7E161P	olfactory receptor family 7 subfamily E member 161 pseudogene	389626		
HGNC:28374	Approved	OR7E162P	olfactory receptor family 7 subfamily E member 162 pseudogene	442101		
HGNC:45040	Approved	OR7E163P	olfactory receptor family 7 subfamily E member 163 pseudogene	100131415		
HGNC:8465	Approved	OR7G1	olfactory receptor family 7 subfamily G member 1	125962		
HGNC:8466	Approved	OR7G2	olfactory receptor family 7 subfamily G member 2	390882		
HGNC:8467	Approved	OR7G3	olfactory receptor family 7 subfamily G member 3	390883		
HGNC:31313	Approved	OR7G15P	olfactory receptor family 7 subfamily G member 15 pseudogene	403300		
HGNC:8468	Approved	OR7H1P	olfactory receptor family 7 subfamily H member 1 pseudogene	390886		
HGNC:31314	Approved	OR7H2P	olfactory receptor family 7 subfamily H member 2 pseudogene	403301		
HGNC:15366	Approved	OR7K1P	olfactory receptor family 7 subfamily K member 1 pseudogene	81114		
HGNC:14827	Approved	OR7L1P	olfactory receptor family 7 subfamily L member 1 pseudogene	79499		
HGNC:15128	Approved	OR7M1P	olfactory receptor family 7 subfamily M member 1 pseudogene	81352		
HGNC:8469	Approved	OR8A1	olfactory receptor family 8 subfamily A member 1	390275		
HGNC:15306	Approved	OR8A2P	olfactory receptor family 8 subfamily A member 2 pseudogene	390273		
HGNC:31315	Approved	OR8A3P	olfactory receptor family 8 subfamily A member 3 pseudogene	403302		
HGNC:8470	Approved	OR8B1P	olfactory receptor family 8 subfamily B member 1 pseudogene	8582		
HGNC:8471	Approved	OR8B2	olfactory receptor family 8 subfamily B member 2	26595		
HGNC:8472	Approved	OR8B3	olfactory receptor family 8 subfamily B member 3	390271		
HGNC:8473	Approved	OR8B4	olfactory receptor family 8 subfamily B member 4 (gene/pseudogene)	283162		
HGNC:8474	Approved	OR8B5P	olfactory receptor family 8 subfamily B member 5 pseudogene	26592		
HGNC:8475	Approved	OR8B6P	olfactory receptor family 8 subfamily B member 6 pseudogene	26591		
HGNC:8476	Approved	OR8B7P	olfactory receptor family 8 subfamily B member 7 pseudogene	26590		
HGNC:8477	Approved	OR8B8	olfactory receptor family 8 subfamily B member 8	26493		
HGNC:14746	Approved	OR8B9P	olfactory receptor family 8 subfamily B member 9 pseudogene	79316		
HGNC:14751	Approved	OR8B10P	olfactory receptor family 8 subfamily B member 10 pseudogene	390274		
HGNC:15307	Approved	OR8B12	olfactory receptor family 8 subfamily B member 12	219858		
HGNC:8478	Approved	OR8C1P	olfactory receptor family 8 subfamily C member 1 pseudogene	8580		
HGNC:8481	Approved	OR8D1	olfactory receptor family 8 subfamily D member 1	283159		
HGNC:8482	Approved	OR8D2	olfactory receptor family 8 subfamily D member 2 (gene/pseudogene)	283160		
HGNC:14840	Approved	OR8D4	olfactory receptor family 8 subfamily D member 4	338662		
HGNC:14691	Approved	OR8F1P	olfactory receptor family 8 subfamily F member 1 pseudogene	390269		
HGNC:8484	Approved	OR8G1	olfactory receptor family 8 subfamily G member 1 (gene/pseudogene)	26494		
HGNC:8485	Approved	OR8G2P	olfactory receptor family 8 subfamily G member 2 pseudogene	26492		
HGNC:14698	Approved	OR8G3P	olfactory receptor family 8 subfamily G member 3 pseudogene	387815		
HGNC:19622	Approved	OR8G5	olfactory receptor family 8 subfamily G member 5	219865		
HGNC:19625	Approved	OR8G7P	olfactory receptor family 8 subfamily G member 7 pseudogene	282786		
HGNC:14824	Approved	OR8H1	olfactory receptor family 8 subfamily H member 1	219469		
